first_name,last_name,college_PER,college_TS%,college_eFG%,college_3PAr,college_FTr,college_PProd,college_ORB%,college_DRB%,college_TRB%,college_AST%,college_STL%,college_BLK%,college_TOV%,college_USG%,college_OWS,college_DWS,college_WS,college_WS_40,college_OBPM,college_DBPM,college_BPM
tony,mitchell,20.8,0.53,0.48700000000000004,0.314,0.494,395,8.4,23.1,15.4,5.7,1.8,8.5,16.6,22.7,1.6,1.8,3.3,0.128,-0.1,2.9,2.8
nate,wolters,32.0,0.604,0.5489999999999989,0.33899999999999897,0.461,750,3.7,15.4,9.5,34.3,2.8,0.4,11.2,29.8,7.0,1.6,8.5,0.272,9.3,-0.3,9.0
jeff,withey,27.2,0.621,0.583,0.003,0.604,467,8.8,22.3,16.1,6.2,1.4,13.7,15.1,21.5,3.4,3.2,6.6,0.231,2.7,9.9,12.6
grant,jerrett,16.6,0.535,0.513,0.513,0.14300000000000002,170,7.6,17.9,12.7,5.7,1.6,5.8,10.4,15.6,1.2,1.1,2.3,0.15,2.7,4.7,7.4
jamaal,franklin,24.8,0.536,0.461,0.36700000000000005,0.546,544,6.2,28.8,17.3,21.6,2.9,2.6,17.9,29.9,2.5,2.8,5.3,0.20199999999999899,4.4,5.2,9.6
pierre,jackson,26.0,0.574,0.514,0.484,0.474,749,2.2,10.3,6.2,40.7,2.5,0.0,16.4,29.5,5.3,1.6,7.0,0.222,9.8,0.8,10.6
mike,muscala,35.7,0.575,0.513,0.036000000000000004,0.509,624,11.8,31.1,21.8,18.5,1.0,7.8,9.5,31.6,5.3,3.0,8.3,0.307,5.7,6.0,11.7
erick,green,31.6,0.5920000000000001,0.53,0.285,0.485,753,1.4,11.6,6.3,27.0,2.1,0.6,9.3,32.4,6.2,0.3,6.5,0.222,11.3,-1.8,9.5
ryan,kelly,23.5,0.586,0.535,0.392,0.401,286,6.9,15.4,11.2,11.0,1.4,5.4,8.4,21.4,2.4,1.1,3.5,0.21,6.5,4.8,11.0
erik,murphy,24.4,0.643,0.629,0.5,0.16,394,7.8,19.2,13.5,11.0,1.5,3.1,13.0,22.5,3.6,2.4,6.0,0.253,7.8,4.6,12.4
james,ennis,25.3,0.616,0.565,0.415,0.40700000000000003,517,6.9,17.0,11.9,14.4,3.1,4.2,18.3,24.9,3.4,1.4,4.7,0.17300000000000001,5.6,2.0,7.5
romero,osby,28.9,0.604,0.539,0.051,0.586,473,8.2,21.4,14.6,10.2,1.3,3.2,9.0,26.0,4.2,1.4,5.6,0.244,6.5,2.4,8.9
lorenzo,brown,19.9,0.509,0.449,0.228,0.419,500,2.4,12.3,7.5,36.7,3.4,1.6,22.2,22.8,2.3,1.3,3.6,0.127,3.5,2.3,5.8
colton,iverson,27.4,0.602,0.596,0.0,0.723,477,13.3,28.2,20.4,9.9,1.2,2.9,14.3,23.8,3.9,1.8,5.7,0.218999999999999,5.5,2.7,8.2
arsalan,kazemi,24.4,0.627,0.595,0.005,0.795,340,11.5,31.5,21.2,9.2,4.1,2.4,16.6,15.2,2.7,3.0,5.7,0.226,4.3,7.4,11.7
peyton,siva,17.5,0.513,0.45899999999999896,0.384,0.285,463,1.1,8.1,4.5,34.3,4.3,0.6,21.3,20.0,2.3,3.0,5.3,0.17,4.0,3.7,7.7
alex,oriakhi,27.2,0.674,0.639,0.0,0.657,361,14.1,23.7,18.9,2.6,1.3,6.4,14.2,18.5,3.4,1.6,5.1,0.23,4.8,3.8,8.6
deshaun,thomas,24.2,0.551,0.506,0.358,0.29,651,5.8,15.0,10.3,8.6,0.9,1.0,7.3,29.1,4.8,2.0,6.9,0.209,6.8,0.3,7.1
anthony,davis,35.1,0.654,0.628,0.059000000000000004,0.602,550,11.6,25.6,19.0,7.5,2.5,13.7,8.6,18.8,5.9,4.1,9.9,0.31,7.8,10.8,18.7
michael,kidd-gilchrist,21.2,0.57,0.511,0.156,0.589,497,10.3,17.3,14.0,10.8,1.9,2.8,17.3,20.6,3.4,2.6,6.0,0.192,5.0,4.1,9.1
bradley,beal,22.0,0.575,0.525,0.473,0.44,522,4.8,20.3,12.3,12.7,2.5,2.6,14.3,23.0,3.6,2.1,5.7,0.18,5.3,3.3,8.6
dion,waiters,26.3,0.565,0.534,0.317,0.331,430,2.4,8.8,5.6,21.2,4.6,1.5,10.4,26.7,3.2,1.7,5.0,0.223,7.4,2.4,9.8
thomas,robinson,27.4,0.5489999999999989,0.512,0.027000000000000003,0.462,660,11.1,33.0,22.2,13.1,2.0,2.9,14.2,30.0,3.7,3.5,7.2,0.231,3.0,4.7,7.7
damian,lillard,34.0,0.635,0.562,0.465,0.519,746,1.9,15.8,9.0,27.1,2.5,0.7,10.7,33.0,6.7,1.4,8.0,0.29100000000000004,10.3,-1.4,8.8
harrison,barnes,21.2,0.528,0.48700000000000004,0.263,0.374,571,6.9,11.9,9.4,7.2,2.0,1.1,10.8,28.1,3.1,1.9,5.0,0.18100000000000002,4.5,1.7,6.2
terrence,ross,22.3,0.557999999999999,0.534,0.413,0.2,504,4.7,19.2,11.6,9.2,2.3,3.0,12.0,25.3,3.0,1.8,4.9,0.17800000000000002,4.5,2.2,6.7
andre,drummond,21.9,0.509,0.5379999999999989,0.00699999999999999,0.301,328,14.2,17.0,15.6,3.4,1.8,9.9,13.5,20.9,1.4,1.5,2.9,0.121,0.7,5.3,6.0
austin,rivers,16.9,0.5379999999999989,0.505,0.396,0.45799999999999896,488,2.2,10.0,6.0,13.0,1.7,0.1,13.9,25.2,2.4,1.0,3.5,0.124,3.7,0.0,3.7
meyers,leonard,24.1,0.618,0.586,0.038,0.436,409,9.1,25.9,17.1,9.9,0.9,6.9,16.2,22.0,2.9,1.8,4.6,0.182,2.8,5.4,8.2
jeremy,lamb,22.1,0.589,0.556,0.465,0.267,524,3.0,12.2,7.7,10.1,2.1,1.7,11.7,23.9,3.9,1.3,5.2,0.165,6.7,0.8,7.6
kendall,marshall,17.2,0.557999999999999,0.529,0.35100000000000003,0.35100000000000003,420,0.5,7.9,4.2,45.1,2.0,0.5,27.8,13.9,2.6,1.8,4.4,0.147,3.8,0.4,4.2
john,henson,24.7,0.505,0.5,0.0,0.32899999999999896,439,9.0,27.1,17.9,8.0,1.1,9.6,8.7,23.1,2.3,2.7,5.0,0.195,1.6,8.0,9.6
maurice,harkless,21.1,0.504,0.47200000000000003,0.185,0.326,476,8.4,20.3,14.0,9.6,2.6,4.2,14.0,24.9,1.8,1.3,3.2,0.109,1.4,2.0,3.4
royce,white,22.8,0.536,0.54,0.037000000000000005,0.625,528,9.4,26.2,17.7,34.5,2.2,3.0,23.4,26.5,2.1,2.0,4.1,0.152,3.1,5.7,8.9
tyler,zeller,29.9,0.616,0.552999999999999,0.0,0.563,580,14.1,21.9,17.9,6.3,1.7,5.3,12.6,24.5,4.6,2.5,7.1,0.265,6.5,5.1,11.6
terrence,jones,24.3,0.547,0.523,0.138,0.446,465,10.7,17.5,14.3,8.7,2.7,5.8,12.6,22.4,3.1,2.7,5.8,0.209,4.7,5.7,10.4
andrew,nicholson,31.6,0.638,0.601,0.138,0.429,515,11.1,25.1,18.1,9.4,1.3,7.3,14.7,29.5,4.0,1.7,5.8,0.24,5.7,3.0,8.6
jared,sullinger,30.2,0.591,0.5379999999999989,0.091,0.519,610,12.4,25.8,18.9,8.6,2.3,4.0,11.5,27.9,4.8,3.0,7.9,0.28,6.3,5.3,11.6
fab,melo,20.7,0.581,0.5660000000000001,0.0,0.34700000000000003,237,12.3,14.6,13.5,5.0,1.2,13.0,17.6,16.5,1.5,1.5,3.0,0.156,2.1,8.3,10.5
john,jenkins,26.0,0.655999999999999,0.62,0.665999999999999,0.33399999999999896,579,1.7,9.1,5.4,8.4,1.5,1.0,9.4,26.2,5.4,1.1,6.5,0.223,10.3,-0.6,9.7
jared,cunningham,22.1,0.568,0.507,0.336,0.614,609,3.4,10.4,6.8,15.7,4.1,1.2,15.2,26.0,3.4,1.6,5.0,0.162,4.3,0.5,4.8
tony,wroten,20.4,0.488,0.45299999999999896,0.125,0.591,579,8.0,10.7,9.3,24.5,3.5,1.2,18.7,31.2,1.6,1.6,3.2,0.12,2.4,2.8,5.0
miles,plumlee,21.8,0.621,0.61,0.0,0.521,247,16.6,24.6,20.6,5.1,1.5,4.2,18.7,16.1,1.9,1.2,3.1,0.177,3.8,3.7,7.5
arnett,moultrie,25.2,0.61,0.561,0.055,0.485,479,12.2,23.5,17.7,7.0,1.4,2.1,15.3,23.3,3.6,1.4,5.0,0.18600000000000003,4.0,0.9,4.8
perry,jones,21.2,0.539,0.514,0.091,0.28,421,11.0,19.8,15.4,8.7,1.6,2.1,12.0,23.3,2.7,1.6,4.2,0.16699999999999898,3.0,2.0,5.0
marquis,teague,13.2,0.491,0.449,0.22699999999999898,0.33799999999999897,457,1.6,7.1,4.5,25.6,1.7,0.8,21.1,20.2,1.7,1.8,3.5,0.10800000000000001,1.9,1.1,3.0
festus,ezeli,21.0,0.5670000000000001,0.539,0.0,0.8420000000000001,254,13.0,19.2,16.1,2.9,1.1,9.0,20.1,25.2,1.1,1.0,2.1,0.14,-0.7,4.3,3.6
jeffery,taylor,23.7,0.58,0.57,0.366,0.369,546,8.4,13.3,10.9,12.6,2.4,1.4,13.6,26.4,3.6,1.6,5.2,0.18,6.4,2.2,8.6
bernard,james-,23.3,0.602,0.606,0.0,0.44799999999999895,359,13.6,21.4,17.6,3.6,1.6,9.5,18.9,20.0,2.0,2.3,4.3,0.17600000000000002,1.8,6.7,8.0
jae,crowder,28.8,0.598,0.568,0.406,0.37200000000000005,551,7.0,22.6,14.7,13.5,4.3,3.1,7.9,23.4,4.5,3.1,7.6,0.263,8.8,5.9,14.7
draymond,green,26.1,0.542,0.504,0.284,0.36700000000000005,610,8.2,30.7,19.8,24.2,2.7,3.3,16.8,28.2,3.5,3.6,7.1,0.23,5.5,7.2,12.7
orlando,johnson,26.0,0.56,0.527,0.35700000000000004,0.397,569,5.8,13.8,9.9,19.0,2.0,2.4,12.2,30.5,4.0,1.2,5.2,0.193999999999999,5.4,-0.8,4.6
quincy,acy,23.5,0.638,0.5820000000000001,0.018000000000000002,0.635,436,10.9,20.0,15.5,6.5,1.8,6.6,16.6,19.0,3.5,2.0,5.6,0.198,4.2,5.3,9.5
quincy,miller,19.4,0.541,0.485,0.223,0.369,377,7.5,17.5,12.5,11.6,1.7,2.9,15.4,23.9,2.1,1.3,3.5,0.153,2.5,2.4,4.8
khris,middleton,18.9,0.486,0.455,0.313,0.21100000000000002,251,5.4,17.1,11.0,20.0,2.1,1.0,13.7,29.7,0.7,0.9,1.6,0.114,2.6,1.9,4.5
will,barton,26.6,0.5870000000000001,0.55,0.237,0.396,617,7.6,20.2,14.2,17.4,2.4,2.1,12.3,25.8,4.6,2.6,7.2,0.23199999999999898,6.7,3.6,10.4
tyshawn,taylor,19.8,0.569,0.5379999999999989,0.321,0.42,635,0.7,7.5,4.2,29.7,2.4,0.5,19.5,27.5,3.1,2.1,5.2,0.159,5.0,1.0,6.0
doron,lamb,19.2,0.624,0.5770000000000001,0.442,0.40399999999999897,482,1.5,8.2,5.1,8.8,0.9,0.2,9.1,19.7,4.6,1.6,6.2,0.19699999999999898,7.2,-0.2,7.1
mike,scott,30.7,0.62,0.5710000000000001,0.052000000000000005,0.45,522,9.7,26.2,18.0,10.7,1.4,1.8,12.6,30.9,4.2,2.6,6.8,0.27,5.3,2.7,8.0
kim,english,20.6,0.657999999999999,0.64,0.518,0.366,446,3.4,13.0,8.3,8.6,2.3,0.9,13.3,20.0,3.7,1.3,5.0,0.171,7.2,1.0,8.2
justin,hamilton,22.7,0.552999999999999,0.498,0.038,0.428,408,11.8,17.2,14.2,7.0,1.5,4.7,12.9,22.6,2.6,1.7,4.3,0.172,2.8,3.6,6.5
darius,miller,18.1,0.593,0.5660000000000001,0.493,0.228,384,4.3,7.9,6.2,14.4,1.9,1.2,14.8,19.2,2.9,1.6,4.5,0.17300000000000001,6.6,1.5,8.1
kevin,murphy,20.8,0.5489999999999989,0.518,0.353,0.32,608,3.3,16.7,9.8,16.3,1.4,0.7,14.8,32.3,2.7,0.9,3.7,0.128,1.5,-2.7,-1.2
kyle,oquinn,28.6,0.616,0.581,0.08900000000000001,0.626,548,12.0,27.9,19.8,10.9,1.3,9.2,17.0,24.9,3.7,2.5,6.2,0.218999999999999,2.5,4.2,6.7
kris,joseph,19.7,0.534,0.486,0.379,0.40299999999999897,462,5.5,11.6,8.6,8.7,2.6,2.2,10.6,22.5,3.0,2.0,5.0,0.168,4.6,2.2,6.8
darius,johnson-odom,20.1,0.568,0.529,0.426,0.35100000000000003,551,2.3,10.1,6.1,17.7,1.6,0.4,12.7,27.2,3.1,1.5,4.7,0.16699999999999898,5.7,0.2,5.9
robbie,hummel,25.7,0.54,0.495,0.40399999999999897,0.295,533,5.5,24.3,14.0,12.6,1.3,4.2,5.7,26.3,4.2,1.4,5.6,0.19699999999999898,6.0,2.1,8.1
marcus,denmon,25.6,0.621,0.574,0.558999999999999,0.308,561,3.9,15.1,9.6,11.5,2.7,0.1,7.6,23.6,5.2,1.5,6.7,0.221,9.0,0.4,9.3
robert,sacre,22.3,0.595,0.511,0.009000000000000001,0.86,370,9.9,20.2,15.1,5.7,0.8,5.8,15.7,22.9,2.6,1.6,4.2,0.193999999999999,1.4,3.5,4.9
kyrie,irving,32.5,0.6970000000000001,0.615,0.375,0.6829999999999989,189,2.3,10.6,6.7,29.8,3.0,1.8,16.4,26.4,1.8,0.6,2.4,0.32,10.8,3.5,14.3
derrick,williams,32.8,0.69,0.65,0.195,0.871,675,11.8,21.9,17.0,8.7,1.9,2.3,15.7,28.9,6.0,1.9,7.9,0.27899999999999897,9.2,2.6,11.8
tristan,thompson,24.2,0.536,0.546,0.0,0.8290000000000001,475,14.0,13.7,13.8,8.1,1.8,7.2,12.7,22.4,2.8,2.7,5.5,0.2,3.9,7.2,11.1
brandon,knight,19.3,0.552999999999999,0.508,0.45,0.33299999999999896,652,2.2,10.2,6.3,23.4,1.1,0.6,16.8,27.0,3.6,1.8,5.3,0.157,5.4,0.5,5.9
kemba,walker,29.9,0.5429999999999989,0.478,0.307,0.426,930,3.9,11.5,7.9,28.0,3.1,0.5,9.5,32.4,7.3,2.4,9.7,0.251,10.2,2.7,12.9
jimmer,fredette,30.9,0.594,0.5329999999999989,0.409,0.369,986,2.0,8.3,5.2,28.8,2.1,0.1,12.7,37.8,6.6,1.9,8.5,0.256,10.2,-0.7,9.5
klay,thompson,26.1,0.574,0.525,0.446,0.336,694,2.6,14.0,8.6,25.0,2.8,3.1,15.3,32.8,3.7,2.2,5.8,0.198,6.8,3.2,10.1
alec,burks,29.4,0.574,0.495,0.179,0.564,771,9.2,14.8,12.1,19.6,2.0,1.0,12.7,32.3,5.6,1.0,6.6,0.221,7.3,-0.1,7.2
markieff,morris,29.1,0.642,0.627,0.17800000000000002,0.462,485,13.9,24.7,19.7,11.0,1.9,4.9,16.2,25.5,3.6,2.4,6.0,0.257,6.7,5.6,12.3
marcus,morris,29.3,0.625,0.601,0.18100000000000002,0.511,600,11.5,19.0,15.5,11.4,1.7,2.4,11.4,26.9,4.9,2.3,7.2,0.268999999999999,7.8,3.4,11.2
kawhi,leonard,26.5,0.512,0.47100000000000003,0.18100000000000002,0.305,567,11.4,26.2,19.0,16.0,2.7,1.9,12.3,27.6,3.6,3.2,6.8,0.231,3.9,5.2,9.1
nikola,vucevic,27.1,0.578,0.539,0.195,0.38299999999999895,558,9.8,25.6,17.7,11.0,0.9,4.4,10.3,25.5,4.2,2.4,6.6,0.221,5.1,4.4,9.5
iman,shumpert,25.4,0.517,0.45399999999999896,0.34600000000000003,0.401,528,5.7,16.4,10.6,25.7,5.0,0.7,12.2,29.1,2.8,2.1,4.9,0.196,6.3,3.4,9.8
chris,singleton,21.9,0.531,0.495,0.332,0.441,344,8.2,17.0,12.8,8.9,3.9,5.9,15.0,24.5,1.5,2.4,3.9,0.191,2.6,6.9,9.5
tobias,harris,23.8,0.54,0.489,0.188999999999999,0.423,476,7.5,20.6,14.0,10.4,1.4,3.4,11.4,27.2,2.9,1.5,4.4,0.177,3.3,2.3,5.5
nolan,smith,25.7,0.564,0.508,0.287,0.405,779,4.1,10.1,7.2,30.3,2.0,0.2,14.8,30.7,5.1,2.3,7.4,0.233999999999999,7.3,2.3,9.6
kenneth,faried,34.7,0.619,0.623,0.0,0.644,588,20.0,31.4,25.6,7.4,3.4,8.8,15.8,24.5,4.7,3.6,8.3,0.272,4.0,5.9,9.9
reggie,jackson,26.9,0.618,0.585,0.389,0.315,609,3.9,11.3,7.8,29.7,1.9,1.7,13.9,27.2,5.0,0.6,5.6,0.193,9.0,0.2,9.1
marshon,brooks,28.8,0.584,0.542,0.345,0.384,720,6.3,14.2,10.2,16.0,2.3,3.0,12.7,30.6,4.8,1.2,5.9,0.203,8.4,1.2,9.5
jordan,hamilton,25.6,0.55,0.522,0.424,0.221,612,7.0,18.5,12.9,14.6,1.6,1.8,11.2,29.1,4.0,2.7,6.7,0.231,7.2,3.3,10.4
jajuan,johnson,28.8,0.564,0.509,0.098,0.402,617,7.9,20.2,14.1,6.4,1.5,6.7,8.3,29.1,4.3,2.9,7.2,0.23800000000000002,3.7,4.9,8.6
norris,cole,30.0,0.557999999999999,0.483,0.26,0.465,788,2.5,16.5,9.5,37.0,3.7,0.3,12.2,32.1,5.6,2.7,8.3,0.258,8.0,2.7,10.7
cory,joseph,15.1,0.526,0.503,0.391,0.22699999999999898,372,2.2,9.5,6.0,17.3,1.9,0.9,13.1,17.3,2.2,2.2,4.4,0.152,3.9,3.7,7.7
jimmy,butler,24.0,0.5870000000000001,0.516,0.152,0.628,569,8.2,12.0,10.1,13.2,2.4,1.1,9.8,21.3,4.8,1.5,6.3,0.198,7.0,2.4,9.4
justin,harper,29.0,0.642,0.618,0.375,0.257,561,6.5,18.6,12.8,8.9,1.2,4.0,9.8,26.8,4.8,2.3,7.1,0.24,7.4,1.5,8.9
kyle,singler,20.0,0.536,0.491,0.379,0.305,598,8.0,13.3,10.8,8.8,1.5,0.8,10.7,24.7,3.7,2.5,6.1,0.191,4.6,2.2,6.8
shelvin,mack,21.0,0.537,0.496,0.499,0.316,593,2.6,14.4,8.4,24.9,1.5,0.3,14.1,28.6,3.3,1.6,5.0,0.163,5.3,1.0,6.3
tyler,honeycutt,17.4,0.519,0.483,0.428,0.299,415,5.3,17.8,11.9,16.8,1.5,5.5,19.8,22.3,1.2,2.1,3.3,0.115,2.0,5.3,7.3
jordan,williams,25.2,0.552,0.5379999999999989,0.0,0.5760000000000001,512,12.6,26.0,19.5,3.9,1.2,4.1,9.5,24.5,3.1,2.6,5.7,0.21100000000000002,2.0,3.1,5.1
trey,thompkins,24.2,0.536,0.51,0.184,0.295,433,7.3,20.4,14.2,11.1,2.2,5.7,14.2,29.9,1.9,2.0,3.8,0.163999999999999,1.9,3.9,5.8
chandler,parsons,19.7,0.551,0.546,0.36200000000000004,0.3,440,7.3,19.3,13.4,21.6,1.7,1.3,18.0,19.2,2.7,2.2,5.0,0.162,5.2,4.3,9.5
jon,leuer,28.7,0.568,0.526,0.302,0.27699999999999897,558,6.3,22.6,14.1,12.8,1.0,3.1,9.0,31.1,4.6,1.7,6.3,0.221,6.3,1.9,8.3
darius,morris,22.7,0.545,0.509,0.156,0.36700000000000005,609,3.2,10.8,7.0,44.2,1.9,0.1,17.6,27.3,3.8,1.5,5.3,0.17300000000000001,5.4,2.0,7.4
malcolm,lee,15.3,0.552999999999999,0.49700000000000005,0.409,0.446,398,2.6,7.8,5.3,12.9,1.2,0.6,12.5,20.8,2.4,1.1,3.6,0.131,3.7,0.4,4.1
charles,jenkins,31.4,0.635,0.585,0.326,0.45899999999999896,706,1.8,8.8,5.3,31.5,2.9,1.9,11.1,28.7,6.4,0.9,7.3,0.23600000000000002,10.0,-1.1,8.9
josh,harrellson,22.3,0.616,0.615,0.048,0.268999999999999,324,15.2,18.9,17.1,5.1,2.0,5.2,10.7,12.5,3.2,2.3,5.5,0.204,5.4,6.0,11.4
andrew,goudelock,26.7,0.575,0.5489999999999989,0.461,0.192,830,2.3,9.9,6.3,26.4,1.5,0.5,13.5,34.5,5.3,1.2,6.5,0.19899999999999898,6.5,-2.6,4.0
travis,leslie,24.9,0.561,0.51,0.11900000000000001,0.37799999999999895,486,12.2,13.6,12.9,20.6,2.3,2.0,14.3,24.4,3.4,1.7,5.2,0.195,6.2,3.3,9.4
keith,benson,28.8,0.584,0.557999999999999,0.055,0.578,579,9.5,24.1,17.2,6.2,1.4,9.8,10.9,24.9,4.0,1.7,5.7,0.20199999999999899,1.6,3.6,5.2
josh,selby,11.9,0.489,0.461,0.48700000000000004,0.192,205,2.4,9.7,6.3,17.8,2.3,0.2,20.1,24.4,0.4,0.9,1.3,0.098,0.9,1.9,2.8
lavoy,allen,20.3,0.519,0.488,0.053,0.308,397,9.3,20.2,14.8,13.6,1.3,5.4,12.8,19.8,2.2,2.4,4.6,0.163,1.2,5.3,6.6
jon,diebler,19.6,0.723,0.706,0.794,0.276,408,1.3,7.9,4.6,11.6,1.7,0.4,9.8,14.4,4.7,2.1,6.8,0.207,9.8,2.7,12.6
vernon,macklin,22.2,0.578,0.593,0.0,0.317,382,10.9,15.0,13.0,7.7,0.9,3.1,14.5,25.1,2.2,1.4,3.6,0.16,2.8,2.1,4.9
deandre,liggins,14.5,0.523,0.49200000000000005,0.348,0.39799999999999897,338,2.2,11.8,7.2,14.2,2.3,2.3,14.9,15.8,1.8,2.1,3.9,0.129,2.9,4.3,7.2
etwaun,moore,23.9,0.545,0.518,0.354,0.285,573,5.1,12.5,8.8,20.9,2.2,1.6,9.8,28.0,3.7,2.2,5.9,0.205,7.1,3.4,10.5
isaiah,thomas,22.9,0.563,0.517,0.408,0.498,625,2.5,9.5,6.0,32.7,2.3,0.2,16.6,26.2,4.0,1.5,5.5,0.19899999999999898,7.2,1.2,8.4
